id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
64320,person,,,,,,"The text in the image is:  ""I said glass of juice not gas the jews"""
64321,dog,,,,,,how i see a gorilla  when hes 100 years old
64325,person,,,,,,i hurt my knee the other day but still gonna go christmas shopping
64327,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,black people then  black people now
64329,"person, carrot",happy,white,man,41,35-44 years,i like my coffee like i like my slaves extra dark
64350,"person, tie",,,,,,"The text in the image is:  ""muslims and jews to the fuck off department muslims and jews to the fuck off department"""
64359,dog,,,,,,feeling cute may go out with my cousins later
64385,"chair, cup, laptop, chair, chair, dining table, person, vase",,,,,,there must be some way  this victimizes me
64390,"person, tie, person, person, person",,,,,,hot wax really whack
64391,"person, chair",,,,,,"The text in the image reads:  ""a brief history of everything"""
64510,"horse, person, person, horse",,,,,,mohammad won the contest in putting underwear on goats
64513,person,happy,black,man,25,25-34 years,yo dawg i heard you loved chinese food  so i ordered take out
64520,"person, tie",,,,,,oh sike
64523,"person, fork, dining table, knife",angry,latino hispanic,man,36,35-44 years,you've been hungerstruck!
64531,"cup, bottle, bottle",,,,,,don't let that sit out for too long
64532,"person, person, person, person, person, person, person, person, person, person, person, handbag",,,,,,"these people are not human  they look like people walk and talk like people sort of but they are demonic entities in human form  you cannot rationalize this evil  they are under the spell of evil and have no emotion about rape, murder, torture rape of children or murdering you. your life means nothing to them get it?? nothing"
64571,"person, person",,,,,,wait a sec are u trying to  gas me again
64590,person,sad,white,woman,33,25-34 years,damnit! dishwasher's broke again
64592,person,surprise,white,woman,35,35-44 years,what pelosi is saying in a nutshell  if you don't allow unvetted immigrants to illegally enter the country we'll take away your guns
64593,"person, person, sports ball, apple, clock, vase",,,,,,mr. wilson you have to take your pill with water  you can't crush it up and snort it off my tits
64701,"person, tie, person, tie",angry,middle eastern,man,39,35-44 years,"well judge, made me do it all remember it was me who first said was kenyan"
64705,"person, clock, clock, tie, cup",neutral,white,man,29,25-34 years,who was the greatest prostitute in history?  ms. pacman for 25 cents she swallowed balls until she died
64708,person,neutral,black,man,29,25-34 years,spendinging quality time with dad
64709,"person, truck",,,,,,you can say a lot of bad things about pedophiles  but at least they drive slowly past schools
64720,"bowl, person, person, person, spoon, spoon, orange, bowl, spoon",,,,,,randomly deciding to bake something.
64721,person,,,,,,danish bacon  ... it's gonna rock your world
64723,"person, person",sad,middle eastern,man,34,25-34 years,blowjobs buy one get one free
64730,"person, person, person, person, person, truck",sad,black,man,28,25-34 years,look dude a second hand store!!
64735,"person, person, person, person, person, chair",neutral,white,man,38,35-44 years,this movie sucks i am thinking of another shooting
64752,"cup, person, bottle, dining table",neutral,asian,woman,30,25-34 years,when your dishwasher asks you to take out the trash  i think it has a mind of its own
64753,person,,,,,,"life is hard, it's harder when you're stupid"
64758,"person, person, person, person, person, person, person, person",,,,,,when ur so excited to beat the essential oils out of a manbun  that you almost snap your hippie stick
64780,"person, person, person, person",happy,black,man,33,25-34 years,"whats the difference between ray rice, kareem hunt, tyreek hill and the man pictured here:  he played 14 game seasons"
64781,"person, sheep, sheep, person, sheep, sheep, person, sheep, sheep, sheep, sheep, person, cow, person",happy,middle eastern,man,35,35-44 years,"The text in the image is:  - ""meanwhile"" - ""at the isis strip club"""
64789,"dog, dog, dog, dog, car",,,,,,black lab yellow lab chocolate lab meth lab
64803,person,,,,,,when she asked for equal rights  so i gave her equal left
64805,person,fear,middle eastern,man,39,35-44 years,"we will kill every man, woman, child shia, sunni..... zoroastrain, kurd or christian  but we don't touch israel why is that?"
64813,"person, bear",happy,black,man,23,18-24 years,be careful who you call ugly in high school
64820,"person, cell phone, person, person, person",sad,middle eastern,man,40,35-44 years,strike fear in the hearts  of the infide..  shut! up!
64821,"person, tie, person, person, car, person, backpack, person, handbag, person, person",,,,,,hope and change  i built that
64825,person,neutral,black,man,51,45-54 years,what if i told you  dahyun is the best girl
64839,"person, person, person, person, person",,,,,,"The text in the image is:  ""run forrest!!!"" ""run!!! :d"""
64853,"person, bird",sad,white,man,32,25-34 years,the black ranger do you really think they were just talking about his costume? your argument it's completely valid!  The black ranger do you really think they were just talking about his costume? your argument it's completely valid!
64870,person,,,,,,they elect their enemy to rule over them stupid americans.
64890,"cup, cup, cake, person, bowl, chair, spoon, spoon, dining table, knife, bottle, cake, bottle",,,,,,this chicken is so rubbery  goodyear called and asked for the recipe!
64891,"person, person, car, boat, boat, car, boat, boat, boat, boat, boat, boat, boat, boat, boat, person, boat",,,,,,lebanon: before muslims after muslims but don't worry!  after islam takes over there'll be a golden age.. apparently
64901,bird,,,,,,"The text in the image says:  ""michelle obama sighteded sun bathing in afghanistan"""
64902,,,,,,,i'm dreaming of a white christmas
64905,,,,,,,constipation Blood in stool Epigastric/ Abdominal control Depression/ Anger control Anxiety/stress  when you get to choose your own mental illness
64907,"person, train, train, skateboard",,,,,,"knock knock who's there?  america, mother fucker!"
64910,"person, person",neutral,middle eastern,man,45,45-54 years,"The text in the image reads:  - ""the government"" - ""i can offer you security, i require only that you kneel"" - ""conservatives"" - ""now see, that's gonna be a problem"""
64913,"person, person, person, person, person, person, person, person, person, person, person",sad,white,man,26,25-34 years,get in loser we're invading poland
64918,"dog, dog, dog",,,,,,we're his kids and he hasn't returned  yeah this makes sense
64925,"person, donut",,,,,,when you have the privledge  to carry anything on
64935,"keyboard, mouse, person, microwave, tv, dining table",,,,,,why u add me troll no trolls allowed!!!  you the feds?
64957,"person, cat, cup, bottle, oven, sink",,,,,,when your dishwasher is ready for another load.
64958,"person, boat, person, boat, boat",happy,white,man,26,25-34 years,look son an idiot
64978,person,,,,,,free tommy robinson  hes are nashunal hero!!!  today I'll prove you're the dad!
64982,person,sad,white,woman,32,25-34 years,when the mueller report indicates  there will be no further indictments
65012,"person, person, person, person, person, cell phone",fear,white,man,37,35-44 years,when you actually get a job in the same field that you majored in  child safety now child safety tips from a former pedophile
65017,"person, person, tie, bench, cell phone",happy,white,man,29,25-34 years,when you get married to  the guy your parents didn't like
65019,"person, person, couch, potted plant, potted plant, vase",,,,,,when black dick just ain't cutting it anymore
65024,"person, person, person, person, person, person, person, tie, person, person, person, person, person, umbrella, person, person, person, person, person, person, person",disgust,white,man,45,45-54 years,I don't always get called a homophobe but when I do the people saying it always look like retards
65037,"person, person, person, person, person, person, person, person, backpack, person, backpack",,,,,,muslims contributing to the very fabric of our nation
65041,,,,,,,"when it is time, rest assured america. when the enemy brings it to our soil, we will bring it to them  we dipped this shit in bacon grease mixed with bacon juice smothered in hate"
65043,person,,,,,,"The text in the image says ""extra thicc."""
65071,"person, bed",,,,,,"we are never going to have healthy life until we take our health seriously, have enough sleep, and pay attention to exercise"
65073,person,,,,,,"The text in the image reads:  ""jews and americans will ruin the world"""
65078,person,,,,,,didn't get bought today  success!
65087,,,,,,,when you're the gay friend and also the meme lord
65092,"person, person, person, person, bus, person, person, person, person, person",,,,,,forcing children into religion is child abuse religion has to be taught. it's not natural
