id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
50341,person,,,,,,when this happened at home  i had no one i could tell,good
50346,"person, person",fear,latino hispanic,man,34,25-34 years,"what is he hiding?  we need to see his tax returns! let me stop you right there hillary  you deleted 30,000 emails, used bleach bit on hard drives then destroyed phones with hammers you have no right to talk about people hiding anything  truth uncensored",good
50348,person,neutral,asian,man,29,25-34 years,"The text in the image is:  - ""asians be like"" - ""switchinging to fullscreen mode""",bad
50361,dog,,,,,,they call me a goat because  i am the greatest of all time,bad
50368,"person, person, person, person, person, person, person, person, person, tennis racket, dining table, person, person",happy,white,woman,31,25-34 years,the only family to make millions  off of a t.v show,good
50371,"person, chair, person, couch, dining table, couch, person, potted plant, chair, remote",sad,white,man,27,25-34 years,multiculturalism increases our unity and we are stronger together,bad
50372,"person, person, truck",happy,middle eastern,man,25,25-34 years,he said he a lil' bad ass so i hate this tendies in front of him,neutral
50379,,,,,,,do you know how to turn your dishwasher into a snowblower? throw em a shovel,bad
50386,person,,,,,,"i realized i have a road rage problem when my kid started yelling:  ""pick a lane asshole!""  while in my grocery cart",bad
50397,"person, person, person, person",,,,,,all muslims are terrori but all terrorists are muslim,good
50398,"person, person",angry,middle eastern,man,41,35-44 years,this fish is so raw  it's still trying to find nemo,good
50413,person,neutral,white,man,33,25-34 years,i was going to paint my bathroom door  but my girlfriend was dead against it,bad
50427,"person, frisbee",,,,,,that look when you wanna cut a bitch  but you remember your a changed man,bad
50428,person,,,,,,being a boy in the 90's  being a boy in 2018...,bad
50438,,,,,,,what it looks like  when cancer gets aids,bad
50461,"wine glass, person, wine glass, chair, person, person, wine glass, person, cell phone, person",happy,white,woman,36,35-44 years,say cheese! photobomb,bad
50462,"person, person, person",neutral,white,woman,31,25-34 years,can you see the difference?,bad
50467,"person, car, truck, car",,,,,,ever hear something so stupid  it gives you forest whitaker eye,bad
50471,"car, person, person, car, person",,,,,,"spanish word of the day ""texas""  my fren always texas me when i'm not home wonderinging where i'm at!",good
50472,,,,,,,made rice krispies way before kellogs,bad
50473,"wine glass, sandwich",,,,,,"if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool",neutral
50482,"person, person",sad,white,woman,32,25-34 years,when your dishwasher is broken  so you take it back to walmart to get a new one,bad
50483,"car, person, person, person, person, person, car, person, person, person, person, truck, person, person, person, bus, person",,,,,,how many guns are in there?,neutral
50486,"person, tie, person",,,,,,why do i bother pressing one for english?  i still get someone who can't speak it!!,bad
50487,person,,,,,,celebreated 4/20 on january 5th  because i know how to reduce fractions.,bad
50489,"person, person",,,,,,the face you make after you just finished your morning,neutral
50491,"person, cell phone, book",neutral,white,man,30,25-34 years,i only wear silk panties cotton ones remind me of slavery,neutral
50492,"person, tie",sad,white,man,38,35-44 years,"you mad? yeah, you're mad",bad
50614,"bottle, person",,,,,,clint eastwood and a monkey,bad
50617,"person, cell phone, dog, handbag",,,,,,mom? i'm pregnant!!,bad
50619,"person, person, person",,,,,,a moment before threesome:-,bad
50624,"person, sheep, sheep, sheep, person, person, person, sheep, sheep, sheep, cow",happy,middle eastern,man,35,35-44 years,"The text in the image is:  - ""meanwhile"" - ""at the isis strip club""",bad
50643,"bird, bird, bird, bird, bird, bird, bird, bird, bird, bird, bird, bird",,,,,,things i love to hunt,bad
50649,bowl,,,,,,nothing taste better than a well done steak with ketchup. change my mind.,neutral
50674,"person, person, person, person, person, person, person, person, tie, handbag, tie, person, tie, person, person, person",,,,,,that one time  when joe biden kept his hands to himself,bad
50679,person,,,,,,when ur too young to know the concept of racism but ur happy cause u got a new pet,neutral
50682,cat,,,,,,the stupid is strong in this one,bad
50683,"person, person, person, person",sad,latino hispanic,man,48,45-54 years,you're one ugly motherfucker,bad
50684,person,,,,,,"been around for 50,000 years  invented the stick",bad
50689,,,,,,,when you're shooting up the school and the cops shoot the black kid that's running away,bad
50723,person,happy,black,woman,32,25-34 years,i will lie. i will sleep with anyone. i will attack sexual perverts like joe biden in my own party to get ahead! i will let illegals murder americans. i will let newborns be comfortable and executed i want to be your president!,bad
50732,"person, person, bird, tie, person, bird",,,,,,behead atheists kill kill kill!  saria law buslims in buslim countries  let's have some respect religion of peace brother  buslims where they are a minority,neutral
50734,cow,,,,,,"yes... i'm 1/2 goat, on my mother's side",bad
50738,person,,,,,,"white kids be like  i'm killing everybody, watch",bad
50739,"person, tie",neutral,white,man,32,25-34 years,"The text in the image reads:  ""what's the difference between the scout comes back from the camp""",good
50741,"person, cup, person, oven",,,,,,lol i missed my period last week,bad
50743,"person, tie, person",fear,white,woman,36,35-44 years,holy shit look at the gas bill,bad
50746,,,,,,,how do you kill 100 flies? smack an african kid in the face,bad
50748,vase,,,,,,"when halloween has been a month ago, but your son continues to dress as a woman.",neutral
50764,"person, person, person, person, person, person",neutral,black,man,38,35-44 years,mooch in his natural habit,bad
50768,"wine glass, person, cup, wine glass",angry,white,woman,42,35-44 years,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over  yeah, just like she infiltrated monalds all those years...",neutral
50783,person,,,,,,handjobs sold separately,bad
50784,"person, person, person, handbag, person, person, person",,,,,,"oh, addiction isn't a disease because it started with a choice??  tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice.",good
50789,"person, person, person",,,,,,The text in the image is:  - immigrant problem - problem fixed,bad
50793,"person, person, person, person, person, person, person, person, snowboard, person, surfboard, snowboard",neutral,white,woman,28,25-34 years,a muslim in congress wants to get rid of homeland security  let that sink in.,neutral
50813,person,neutral,white,woman,35,35-44 years,the white house is a dump because trump filled it with trash.,bad
50817,person,neutral,asian,man,26,25-34 years,transgender  when just being gay doesn't get you the attention you rightfully deserve!,bad
50823,"person, dog, person, person, book",,,,,,if this makes you a citizen permanent resident category IR1 does this make him family?,good
50824,"person, person, person, person",neutral,white,woman,27,25-34 years,we have enough thoughts and prayers  please send bobs and vagina,neutral
50834,"person, tie, person, person, person",angry,asian,man,34,25-34 years,white men are evil... i married one to make sure,bad
50839,"person, person, person",,,,,,"""you think i'm a terrorist but i identify as a firework""",neutral
50841,"cow, person",,,,,,give them what they deserve  kill them all,neutral
50861,"person, person, chair, chair, backpack, chair, chair, chair, backpack",happy,latino hispanic,man,39,35-44 years,where's the interview with the police who murdered unarmed black men on video?,bad
50867,person,happy,white,man,37,35-44 years,the name's todd.. retodd,bad
50871,person,sad,white,man,31,25-34 years,freckles are cute i don't care what you say,bad
50873,person,sad,white,woman,41,35-44 years,it wasn't my fault my truck has tranny issue's,bad
50876,person,happy,white,woman,29,25-34 years,"pace secondary [heritage trails] women  don't let the female looks fool you! realistically, these are retarded male homosexuals wearing women suits!",neutral
50879,"cup, person, bottle, bottle",,,,,,"The text in the image reads:  ""when your dishwasher is broken so you take it back to walmart to get a new one""",good
50894,,,,,,,flowers for martin luther king day,bad
50918,"person, person",,,,,,paraplegic woman in a wheelchair with her coach,bad
50927,"person, person, cell phone",sad,white,woman,27,25-34 years,"The text in the image reads:  - Average white ""women"" - Average Muslim women",bad
50931,"person, person, person",angry,latino hispanic,man,24,18-24 years,never had one before.  what? a room to yourself?  yes,bad
50934,"person, person",,,,,,"i saw a fat girl with a guess shirt on, so i approached her and said ""380 lbs?""",good
50937,"person, person, person, tie, cup, tie",neutral,black,man,29,25-34 years,year in review: 2017 black sellout of the year goes to......  clarke whitlock  ray ray trump  pastor sheriff,bad
50938,"person, person, backpack, person, backpack, person",,,,,,how you feel  after reading owen's mortification of sin,bad
50942,person,,,,,,wayment...way' one gotdamn minute  ...'the fuckis dis shit..,bad
50961,"person, cake, person, person",,,,,,when it's your 1st cake day and you really wanna blow that candle,bad
50962,"person, person, person, tie, person, person, tie, person, person, person, person, person, cell phone, person, person",happy,white,woman,51,45-54 years,democrats standing up for illegals  democrats standing up for americans,bad
50964,"person, person, snowboard",,,,,,i slipped and fell on ice. i thought it was regular ice but when i got up my hands turned blue,bad
50984,"cat, microwave, banana, orange, oven, orange, banana, clock, orange, banana, apple",,,,,,a cat in a pot,bad
51023,"person, person, person, person, person, person",fear,middle eastern,man,23,18-24 years,when buslim nibba see his sister,neutral
51029,"person, car, person, person",happy,latino hispanic,man,39,35-44 years,if you kill as many as you want our goverment will put you in jail,neutral
51032,"person, person, person, person, person, person, person",happy,white,man,26,25-34 years,a head diaper is required when you have shit for brains,bad
51037,"person, person",happy,middle eastern,man,26,25-34 years,when nobody knew who you were until you got on  your knees.,bad
51046,"tie, person, person",neutral,asian,man,40,35-44 years,shut up you meathead,bad
51049,"person, person",,,,,,truth be told  the real reason for racism,bad
51073,"person, person",,,,,,when you call shotgun  but the cops put you in  the back anyways,neutral
51076,"person, person, umbrella, elephant, horse, person",,,,,,hurry up and join us for play,bad
51086,dog,,,,,,let's play: word scramble  g i n e r g,bad
51089,"person, person, person, person, person, person, person, person, person, backpack, person, person, bicycle, chair, person, person",,,,,,proof you can be a fruit and a vegetable,neutral
51092,person,,,,,,how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear.,bad
51094,"person, toothbrush",,,,,,don't park to close to my truck boy!,bad
51208,tie,disgust,asian,man,33,25-34 years,me: puts bag of popcorn into the microwave. everyone at the senior center :,bad
51209,"person, person, person, person, person, person, person, person, backpack, potted plant",sad,black,man,32,25-34 years,just for control ne SCAW METALS GROUP PPC this is my current mood,neutral
51237,"person, broccoli",,,,,,we about to get spicy and lit up in here,bad
51243,"tie, person",,,,,,honestly  how often do you masturbate?,neutral
51248,"person, cell phone",,,,,,did you buy your stupidity  or you got it for free,neutral
51249,"person, baseball bat",angry,black,woman,36,35-44 years,even michelle obama has her bad days,bad
51263,"person, person, person, knife, person, person",,,,,,"The text in the image reads:  ""gay friends asked for directions told him to go straight""",bad
51269,person,,,,,,"when somebody ""waves"" at me in messenger  the fuck you want?",neutral
51270,,,,,,,what life feels without moisturizer,bad
51278,banana,,,,,,when you haven't stolen anything in a week,good
51283,"person, tie",happy,middle eastern,man,39,35-44 years,trump should tweet something antigun  i just want to see liberals defend the second amendment,good
51284,"person, person, person, car, person, person, bottle",sad,white,woman,33,25-34 years,perfect girls don't exi,bad
51293,person,,,,,,The text in the image reads:  - live - breaking news - coca cola 2 released - 21:33 ustad anwar rilis released - breakyourownnews.com,good
51304,"cat, dog, teddy bear",,,,,,"god loves all his children, all of them",neutral
51306,"person, horse, person",sad,white,man,45,45-54 years,eat some cookies  you're not yourself when you're hungry,bad
51309,"person, person, person",,,,,,when someone messages you when you're jerkin it  who the hell is interrupting my kung fu?,neutral
51348,"person, person, bird, person, person",,,,,,100% of illegal aliens are criminals,good
